fecha,departamento
06/04/2010,SANTANDER
06/04/2010,BOGOTA D. C.
06/04/2010,ANTIOQUIA
06/04/2010,VALLE DEL CAUCA
06/04/2010,VALLE DEL CAUCA
06/04/2010,VALLE DEL CAUCA
06/04/2010,ANTIOQUIA
06/04/2010,VALLE DEL CAUCA
06/04/2010,ANTIOQUIA
06/04/2010,ANTIOQUIA
06/04/2010,VALLE DEL CAUCA
06/04/2010,TOLIMA
06/04/2010,TOLIMA
06/04/2010,CALDAS
06/04/2010,BOGOTA D. C.
06/04/2010,QUINDIO
06/04/2010,BOYACA
06/04/2010,RISARALDA
06/04/2010,VALLE DEL CAUCA
06/04/2010,VALLE DEL CAUCA
06/04/2010,ANTIOQUIA
06/04/2010,BOGOTA D. C.
06/04/2010,ANTIOQUIA
06/04/2010,VALLE DEL CAUCA
06/04/2010,ANTIOQUIA
06/04/2010,VALLE DEL CAUCA
06/04/2010,VALLE DEL CAUCA
06/04/2010,QUINDIO
06/04/2010,BOGOTA D. C.
06/04/2010,ANTIOQUIA
06/04/2010,ATLANTICO
06/04/2010,BOGOTA D. C.
06/04/2010,VALLE DEL CAUCA
06/04/2010,ANTIOQUIA
06/04/2010,ANTIOQUIA
06/04/2010,RISARALDA
06/04/2010,CALDAS
06/04/2010,BOLIVAR
06/04/2010,BOGOTA D. C.
06/04/2010,ANTIOQUIA
06/04/2010,ANTIOQUIA
06/04/2010,VALLE DEL CAUCA
06/04/2010,ANTIOQUIA
06/04/2010,ANTIOQUIA
06/04/2010,BOGOTA D. C.
06/04/2010,SANTANDER
06/04/2010,BOGOTA D. C.
06/04/2010,ANTIOQUIA
06/04/2010,ANTIOQUIA
06/04/2010,ANTIOQUIA
06/04/2010,ANTIOQUIA
06/04/2010,BOGOTA D. C.
06/04/2010,CAUCA
06/04/2010,ANTIOQUIA
06/04/2010,VALLE DEL CAUCA
06/04/2010,BOGOTA D. C.
06/04/2010,CALDAS
06/04/2010,TOLIMA
06/04/2010,BOGOTA D. C.
06/04/2010,VALLE DEL CAUCA
06/04/2010,ANTIOQUIA
06/04/2010,BOGOTA D. C.
06/04/2010,ATLANTICO
06/04/2010,RISARALDA
06/04/2010,VALLE DEL CAUCA
06/04/2010,ANTIOQUIA
06/04/2010,CUNDINAMARCA
06/04/2010,VALLE DEL CAUCA
06/04/2010,ANTIOQUIA
06/04/2010,ANTIOQUIA
06/04/2010,CESAR
06/04/2010,CAUCA
06/04/2010,ANTIOQUIA
06/04/2010,ATLANTICO
06/04/2010,ANTIOQUIA
06/04/2010,VALLE DEL CAUCA
06/04/2010,VALLE DEL CAUCA
06/04/2010,BOGOTA D. C.
06/04/2010,HUILA
06/04/2010,BOGOTA D. C.
06/04/2010,BOGOTA D. C.
06/04/2010,BOYACA
06/04/2010,BOGOTA D. C.
06/04/2010,VALLE DEL CAUCA
06/04/2010,BOGOTA D. C.
06/04/2010,QUINDIO
06/04/2010,CAUCA
06/04/2010,VALLE DEL CAUCA
06/04/2010,BOGOTA D. C.
06/04/2010,BOGOTA D. C.
06/04/2010,BOGOTA D. C.
06/04/2010,VALLE DEL CAUCA
06/04/2010,BOGOTA D. C.
06/04/2010,VALLE DEL CAUCA
06/04/2010,TOLIMA
06/04/2010,RISARALDA
06/04/2010,CALDAS
06/04/2010,BOGOTA D. C.
06/04/2010,VALLE DEL CAUCA
06/04/2010,TOLIMA
06/04/2010,BOGOTA D. C.
06/04/2010,ANTIOQUIA
06/04/2010,BOGOTA D. C.
06/04/2010,BOGOTA D. C.
06/04/2010,ANTIOQUIA
06/04/2010,CASANARE
06/04/2010,ANTIOQUIA
06/04/2010,BOGOTA D. C.
07/04/2010,BOGOTA D. C.
07/04/2010,CALDAS
07/04/2010,BOGOTA D. C.
07/04/2010,BOGOTA D. C.
07/04/2010,CUNDINAMARCA
07/04/2010,BOGOTA D. C.
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,BOLIVAR
07/04/2010,QUINDIO
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,HUILA
07/04/2010,ANTIOQUIA
07/04/2010,PUTUMAYO
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,RISARALDA
07/04/2010,VALLE DEL CAUCA
07/04/2010,TOLIMA
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,QUINDIO
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,ARAUCA
07/04/2010,CUNDINAMARCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,BOYACA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ATLANTICO
07/04/2010,SANTANDER
07/04/2010,BOGOTA D. C.
07/04/2010,CUNDINAMARCA
07/04/2010,SANTANDER
07/04/2010,BOGOTA D. C.
07/04/2010,BOGOTA D. C.
07/04/2010,BOLIVAR
07/04/2010,TOLIMA
07/04/2010,RISARALDA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,SANTANDER
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,NARINO
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,SANTANDER
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,BOLIVAR
07/04/2010,QUINDIO
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,ATLANTICO
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,CUNDINAMARCA
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,QUINDIO
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,HUILA
07/04/2010,VALLE DEL CAUCA
07/04/2010,QUINDIO
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,MAGDALENA
07/04/2010,ANTIOQUIA
07/04/2010,SANTANDER
07/04/2010,VALLE DEL CAUCA
07/04/2010,BOGOTA D. C.
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,META
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,META
07/04/2010,RISARALDA
07/04/2010,BOGOTA D. C.
07/04/2010,BOGOTA D. C.
07/04/2010,BOGOTA D. C.
07/04/2010,CUNDINAMARCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,TOLIMA
07/04/2010,VALLE DEL CAUCA
07/04/2010,RISARALDA
07/04/2010,CUNDINAMARCA
07/04/2010,ANTIOQUIA
07/04/2010,BOLIVAR
07/04/2010,BOGOTA D. C.
07/04/2010,CORDOBA
07/04/2010,ATLANTICO
07/04/2010,RISARALDA
07/04/2010,CALDAS
07/04/2010,BOLIVAR
07/04/2010,VALLE DEL CAUCA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,BOGOTA D. C.
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,BOYACA
07/04/2010,ANTIOQUIA
07/04/2010,CALDAS
07/04/2010,BOGOTA D. C.
07/04/2010,RISARALDA
07/04/2010,RISARALDA
07/04/2010,ANTIOQUIA
07/04/2010,CUNDINAMARCA
07/04/2010,ATLANTICO
07/04/2010,ANTIOQUIA
07/04/2010,BOYACA
07/04/2010,VALLE DEL CAUCA
07/04/2010,BOGOTA D. C.
07/04/2010,BOLIVAR
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,SANTANDER
07/04/2010,BOGOTA D. C.
07/04/2010,VALLE DEL CAUCA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,CAQUETA
07/04/2010,TOLIMA
07/04/2010,BOGOTA D. C.
07/04/2010,BOGOTA D. C.
07/04/2010,CORDOBA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,RISARALDA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,RISARALDA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,TOLIMA
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,BOGOTA D. C.
07/04/2010,RISARALDA
07/04/2010,TOLIMA
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,CUNDINAMARCA
07/04/2010,BOGOTA D. C.
07/04/2010,ATLANTICO
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ATLANTICO
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,SANTANDER
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,ATLANTICO
07/04/2010,ANTIOQUIA
07/04/2010,RISARALDA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,MAGDALENA
07/04/2010,META
07/04/2010,TOLIMA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,QUINDIO
07/04/2010,VALLE DEL CAUCA
07/04/2010,CALDAS
07/04/2010,HUILA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,TOLIMA
07/04/2010,RISARALDA
07/04/2010,QUINDIO
07/04/2010,BOGOTA D. C.
07/04/2010,TOLIMA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,QUINDIO
07/04/2010,RISARALDA
07/04/2010,VALLE DEL CAUCA
07/04/2010,CALDAS
07/04/2010,ATLANTICO
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,QUINDIO
07/04/2010,ANTIOQUIA
07/04/2010,RISARALDA
07/04/2010,BOLIVAR
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,SANTANDER
07/04/2010,ANTIOQUIA
07/04/2010,RISARALDA
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,CUNDINAMARCA
07/04/2010,CUNDINAMARCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,BOYACA
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,SANTANDER
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,SANTANDER
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,CORDOBA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,QUINDIO
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,BOLIVAR
07/04/2010,BOGOTA D. C.
07/04/2010,VALLE DEL CAUCA
07/04/2010,ATLANTICO
07/04/2010,BOGOTA D. C.
07/04/2010,BOGOTA D. C.
07/04/2010,BOYACA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,BOYACA
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,TOLIMA
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,BOGOTA D. C.
07/04/2010,BOGOTA D. C.
07/04/2010,BOGOTA D. C.
07/04/2010,META
07/04/2010,ANTIOQUIA
07/04/2010,BOLIVAR
07/04/2010,ANTIOQUIA
07/04/2010,ATLANTICO
07/04/2010,SANTANDER
07/04/2010,ANTIOQUIA
07/04/2010,CUNDINAMARCA
07/04/2010,QUINDIO
07/04/2010,BOGOTA D. C.
07/04/2010,QUINDIO
07/04/2010,BOGOTA D. C.
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,CALDAS
07/04/2010,NARINO
07/04/2010,VALLE DEL CAUCA
07/04/2010,CUNDINAMARCA
07/04/2010,CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,TOLIMA
07/04/2010,NORTE DE SANTANDER
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,BOGOTA D. C.
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,SANTANDER
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,CASANARE
07/04/2010,TOLIMA
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,ANTIOQUIA
07/04/2010,NORTE DE SANTANDER
07/04/2010,ANTIOQUIA
07/04/2010,ANTIOQUIA
07/04/2010,CUNDINAMARCA
07/04/2010,ANTIOQUIA
07/04/2010,BOGOTA D. C.
07/04/2010,BOLIVAR
07/04/2010,ANTIOQUIA
07/04/2010,CALDAS
07/04/2010,RISARALDA
07/04/2010,ANTIOQUIA
07/04/2010,VALLE DEL CAUCA
07/04/2010,BOLIVAR
07/04/2010,ATLANTICO
07/04/2010,TOLIMA
07/04/2010,VALLE DEL CAUCA
07/04/2010,BOGOTA D. C.
07/04/2010,CORDOBA
07/04/2010,CUNDINAMARCA
07/04/2010,VALLE DEL CAUCA
07/04/2010,SANTANDER
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,ATLANTICO
08/04/2010,BOGOTA D. C.
08/04/2010,QUINDIO
08/04/2010,ANTIOQUIA
08/04/2010,CORDOBA
08/04/2010,SANTANDER
08/04/2010,VALLE DEL CAUCA
08/04/2010,RISARALDA
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,QUINDIO
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,HUILA
08/04/2010,QUINDIO
08/04/2010,BOGOTA D. C.
08/04/2010,RISARALDA
08/04/2010,SANTANDER
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,VALLE DEL CAUCA
08/04/2010,VALLE DEL CAUCA
08/04/2010,SUCRE
08/04/2010,RISARALDA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,CALDAS
08/04/2010,CUNDINAMARCA
08/04/2010,ANTIOQUIA
08/04/2010,BOYACA
08/04/2010,CUNDINAMARCA
08/04/2010,ANTIOQUIA
08/04/2010,NARINO
08/04/2010,TOLIMA
08/04/2010,RISARALDA
08/04/2010,CASANARE
08/04/2010,ANTIOQUIA
08/04/2010,RISARALDA
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,ATLANTICO
08/04/2010,ATLANTICO
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,SANTANDER
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,ATLANTICO
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,QUINDIO
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,SANTANDER
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOLIVAR
08/04/2010,ATLANTICO
08/04/2010,BOGOTA D. C.
08/04/2010,RISARALDA
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,TOLIMA
08/04/2010,CUNDINAMARCA
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,META
08/04/2010,RISARALDA
08/04/2010,CUNDINAMARCA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,CUNDINAMARCA
08/04/2010,RISARALDA
08/04/2010,NARINO
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,CALDAS
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,TOLIMA
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,TOLIMA
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,QUINDIO
08/04/2010,TOLIMA
08/04/2010,ATLANTICO
08/04/2010,VALLE DEL CAUCA
08/04/2010,VALLE DEL CAUCA
08/04/2010,CALDAS
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,NARINO
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,ATLANTICO
08/04/2010,CALDAS
08/04/2010,NARINO
08/04/2010,SANTANDER
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,RISARALDA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,CORDOBA
08/04/2010,BOLIVAR
08/04/2010,ANTIOQUIA
08/04/2010,QUINDIO
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,RISARALDA
08/04/2010,ATLANTICO
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,TOLIMA
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,LA GUAJIRA
08/04/2010,VALLE DEL CAUCA
08/04/2010,TOLIMA
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,CUNDINAMARCA
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,CORDOBA
08/04/2010,MAGDALENA
08/04/2010,SANTANDER
08/04/2010,BOLIVAR
08/04/2010,ANTIOQUIA
08/04/2010,CALDAS
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,SANTANDER
08/04/2010,BOLIVAR
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,SANTANDER
08/04/2010,ATLANTICO
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOLIVAR
08/04/2010,NARINO
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,TOLIMA
08/04/2010,SANTANDER
08/04/2010,BOLIVAR
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,BOLIVAR
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,CUNDINAMARCA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ATLANTICO
08/04/2010,BOLIVAR
08/04/2010,SANTANDER
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,BOYACA
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,TOLIMA
08/04/2010,VALLE DEL CAUCA
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,QUINDIO
08/04/2010,RISARALDA
08/04/2010,ANTIOQUIA
08/04/2010,SANTANDER
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,RISARALDA
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,SANTANDER
08/04/2010,ATLANTICO
08/04/2010,BOGOTA D. C.
08/04/2010,BOYACA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ATLANTICO
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,SANTANDER
08/04/2010,BOGOTA D. C.
08/04/2010,CUNDINAMARCA
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ATLANTICO
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,TOLIMA
08/04/2010,VALLE DEL CAUCA
08/04/2010,ATLANTICO
08/04/2010,ANTIOQUIA
08/04/2010,BOYACA
08/04/2010,BOGOTA D. C.
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,VALLE DEL CAUCA
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,BOLIVAR
08/04/2010,META
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,NORTE DE SANTANDER
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,TOLIMA
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,MAGDALENA
08/04/2010,BOGOTA D. C.
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,CAUCA
08/04/2010,SANTANDER
08/04/2010,VALLE DEL CAUCA
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,ATLANTICO
08/04/2010,QUINDIO
08/04/2010,ANTIOQUIA
08/04/2010,RISARALDA
08/04/2010,ANTIOQUIA
08/04/2010,BOGOTA D. C.
08/04/2010,SANTANDER
08/04/2010,BOGOTA D. C.
08/04/2010,BOGOTA D. C.
08/04/2010,META
08/04/2010,ANTIOQUIA
08/04/2010,VALLE DEL CAUCA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,ANTIOQUIA
08/04/2010,TOLIMA
